Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;TIPO OBJETO;ACAO OBJETO;GRUPO DE INCIDENTE;TIPO DE INCIDENTE;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL;TIPO;MARCA;MODELO;COR VEICULO
53535889;01/01/2024;03:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;PRAIA DA COSTA;Sem Informacao;OUTRO LOCAL;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
53544668;01/01/2024;21:35:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;VITORIA;RESISTENCIA;RUA TANCREDO NEVES;VEICULO;Sem Informacao (Tipo);SAMSUNG;GALAXY A03 CORE;Sem Informacao (Cor)
53654621;01/01/2024;00:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPINA GRANDE;RUA NAO CADASTRADA;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;TECNO SPARTK 10 PRO 256 GB;Sem Informacao (Cor)
53899081;01/01/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SAO MATEUS;LITORANEO;PROXIMO A QUADRA;CASA DE SHOW/EVENTOS;Sem Informacao (Tipo);SAMSUNG;GALAX A22;Sem Informacao (Cor)
54070569;01/01/2024;12:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SAO MATEUS;GURIRI;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A 01;Sem Informacao (Cor)
54097970;01/01/2024;02:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;CASTELO;ESPLANADA;AVENIDA NOSSA SENHORA DA PENHA;RESIDENCIA;Sem Informacao (Tipo);KALF MITHUN;Downhill;Sem Informacao (Cor)
53334292;02/01/2024;03:48:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;COLATINA;MARIA DAS GRACAS;AV BRASIL;RESIDENCIA;Sem Informacao (Tipo);XIAOMI;XAOMI 9;Sem Informacao (Cor)
53334424;02/01/2024;04:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: CICLOMOTOR;ES;CARIACICA;VILA CAPIXABA;ROD BR 101 CONTORNO;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE;Sem Informacao (Cor)
53334424;02/01/2024;04:30:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: CICLOMOTOR;ES;CARIACICA;VILA CAPIXABA;ROD BR 101 CONTORNO;VIA PUBLICA;MOTOCICLETA;HONDA;CG 160 TITAN;VERMELHO
53334708;02/01/2024;00:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: AUTOMOTOR;ES;SERRA;SERRA DOURADA II;RUA DAS ACACIAS;VIA PUBLICA;AUTOMOVEL;VOLKSWAGEN;GOL SPECIAL;PRATA
53334781;02/01/2024;03:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;JARDIM CAMBURI;ORLA DE CAMBURI;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;J 5;Sem Informacao (Cor)
53335073;02/01/2024;00:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: AUTOMOTOR;ES;SERRA;SERRA DOURADA I;RUA ANGELIM;VIA PUBLICA;AUTOMOVEL;FORD;ESCORT XR3;VERMELHO
53335119;02/01/2024;04:18:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;MORADA DE SANTA FE;AV PRINCIPAL;VIA PUBLICA;Sem Informacao (Tipo);LG;K62 BRANCO;Sem Informacao (Cor)
53335459;02/01/2024;08:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;FEU ROSA;RUA PAU BRASIL;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G 22;Sem Informacao (Cor)
53335656;02/01/2024;08:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;PARQUE GRAMADO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI 12;Sem Informacao (Cor)
53335658;02/01/2024;10:01:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;FUNDAO;ZONA RURAL;ROD ES124;VIA PUBLICA;MICRO ONIBUS;FIAT;DUCATO MINIBUS;PRATA
53336257;02/01/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;CASTELO;INDEPENDENCIA;RUA SOARES;RESIDENCIA;MOTOCICLETA;HONDA;CG 125 TITAN KSE;VERMELHO
53336483;02/01/2024;04:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPO VERDE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;J7;Sem Informacao (Cor)
53336834;02/01/2024;09:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;SANTA BARBARA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;G53;Sem Informacao (Cor)
53336914;02/01/2024;20:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;JABURUNA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A 24;Sem Informacao (Cor)
53337280;02/01/2024;09:30:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;VILA VELHA;COBILANDIA;RUA PAPA JOAO XXIII;COMERCIO;Sem Informacao (Tipo);SAMY;Aro 26;Sem Informacao (Cor)
53338145;02/01/2024;14:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;SAO GERALDO;BR 101;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAX A12;Sem Informacao (Cor)
53339003;02/01/2024;15:11:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;BARRA DE SAO FRANCISCO;CENTRO;RUA BEIRA RIO;VIA PUBLICA;MOTONETA;HONDA;BIZ 125;BRANCO
53339592;02/01/2024;16:43:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;GUARAPARI;PRAIA DO MORRO;AV BEIRA MAR;COMERCIO;Sem Informacao (Tipo);MOTOROLA;E22;Sem Informacao (Cor)
53339664;02/01/2024;03:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;ITACIBA;RUA MANOEL JOAQUIM DOS SANTOS;VIA PUBLICA;MOTOCICLETA;HONDA;CG 150 TITAN ESD;PRETO
53340077;02/01/2024;16:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;CARIACICA;SAO FRANCISCO;AV MARIO GURGEL;COMERCIO;Sem Informacao (Tipo);MOTOROLA;MOTO G 53;Sem Informacao (Cor)
53340847;02/01/2024;17:50:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;SERRA;VALPARAISO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI 12C;Sem Informacao (Cor)
53341058;02/01/2024;19:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem Informacao;COMERCIO;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
53341058;02/01/2024;19:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem Informacao;COMERCIO;MOTOCICLETA;HONDA;CG 160 TITAN;PRATA
53341453;02/01/2024;18:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;SERRA;JARDIM LIMOEIRO;AV. ELDES SCHERRER SOUZA;HOSPITAL;MOTOCICLETA;HONDA;XRE 190;CINZA
53341627;02/01/2024;13:46:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV ELDES SCHERRER SOUZA;COMERCIO;Sem Informacao (Tipo);APPLE;IPHONE 13;Sem Informacao (Cor)
53341743;02/01/2024;21:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem Informacao;VIA PUBLICA;MOTOCICLETA;HONDA;CG 160 FAN;PRATA
53342003;02/01/2024;21:15:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SAO MATEUS;GURIRI;AV GOV EURICO VIEIRA DE RESENDE;VIA PUBLICA;AUTOMOVEL;CHEVROLET;AGILE LTZ;AZUL
53342122;02/01/2024;20:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VIANA;VALE DO SOL;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY M62;Sem Informacao (Cor)
53342251;02/01/2024;19:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;BELA AURORA;RUA SAO JANUARIO;COMERCIO;Sem Informacao (Tipo);MOTOROLA;ONE FUSION;Sem Informacao (Cor)
53342251;02/01/2024;19:30:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;BELA AURORA;RUA SAO JANUARIO;COMERCIO;AUTOMOVEL;CHEVROLET;ONIX 1.0MT LT;CINZA
53342469;02/01/2024;21:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;CIVIT II;AV TALMA RODRIGUES;OUTRO LOCAL;Sem Informacao (Tipo);APPLE;IPHONE 11;Sem Informacao (Cor)
53342469;02/01/2024;21:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;CIVIT II;AV TALMA RODRIGUES;OUTRO LOCAL;Sem Informacao (Tipo);APPLE;IPHONE 11;Sem Informacao (Cor)
53343877;02/01/2024;17:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;SERRA;COSTABELLA;AVENIDA ABIDO SAAD KMS10;RESIDENCIA;Sem Informacao (Tipo);SAMSUNG;MOTOROLA E22;Sem Informacao (Cor)
53343881;02/01/2024;20:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;PADRE GABRIEL;RUA QUILOMBO DOS PALMARES;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;SAMSUNG GALAXY A12 64GB;Sem Informacao (Cor)
53343912;02/01/2024;08:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;VILA ISABEL;RUA CASTELO D;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G 22 PRETO;Sem Informacao (Cor)
53344098;02/01/2024;15:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;VITORIA;GOIABEIRAS;RUA DESEMBARGADOR CASSIANO CASTELO;VIA PUBLICA;Sem Informacao (Tipo);caloi;MASCULINO - ARO 26;Sem Informacao (Cor)
53344560;02/01/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;MIMOSO DO SUL;MORRO DA PALHA;RUA CRISPIM BRAGA;VIA PUBLICA;CAMIONETA;FORD;ECOSPORT XLS1.6FLEX;PRATA
53344693;02/01/2024;18:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;VITORIA;REPUBLICA;AV ADALBERTO SIMAO NADER;RESIDENCIA;Sem Informacao (Tipo);MOTOROLA;EDGE 30 - 5G;Sem Informacao (Cor)
53345362;02/01/2024;12:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CRUZEIRO DO SUL;RUA D PEDRO II;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G 14 GRFITE;Sem Informacao (Cor)
53345417;02/01/2024;09:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;MANTENOPOLIS;CENTRO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);DE MARCHA;QUADRO RETO;Sem Informacao (Cor)
53345436;02/01/2024;15:10:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;IGREJA MESSIANICA;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G 8POWER LITE;Sem Informacao (Cor)
53345474;02/01/2024;23:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPO GRANDE;RUA BOLIVAR DE ABREU;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A 12 COR PRETO;Sem Informacao (Cor)
53345474;02/01/2024;23:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPO GRANDE;RUA BOLIVAR DE ABREU;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A 13 ROSA;Sem Informacao (Cor)
53345567;02/01/2024;20:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;PARQUE MOSCOSO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;S10;Sem Informacao (Cor)
53345749;02/01/2024;06:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;MUCURI;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;Sem Informacao (Modelo);Sem Informacao (Cor)
53346184;02/01/2024;15:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;NOVA VENECIA;ALTOE;RUA RUI BARBOSA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;11;Sem Informacao (Cor)
53346241;02/01/2024;20:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;PADRE GABRIEL;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE;Sem Informacao (Cor)
53346760;02/01/2024;19:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;GUARAPARI;PALMEIRAS;ROVIA MARIO COVAS, PROX LATICINIO TATA;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI NOTE11;Sem Informacao (Cor)
53346760;02/01/2024;19:10:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;GUARAPARI;PALMEIRAS;ROVIA MARIO COVAS, PROX LATICINIO TATA;VIA PUBLICA;MOTOCICLETA;YAMAHA;FACTOR YBR125 ED;PRETO
53346949;02/01/2024;20:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;SANTA CECILIA;BR 262;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY A32;Sem Informacao (Cor)
53347014;02/01/2024;21:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;LINHARES;PLANALTO;Sem Informacao;RESIDENCIA;Sem Informacao (Tipo);OUTROS;HOT 20I;Sem Informacao (Cor)
53347287;02/01/2024;23:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM VEICULO: TRANSPORTE POR APP;ES;SERRA;CHACARA PARREIRAL;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A03S;Sem Informacao (Cor)
53347517;02/01/2024;23:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;VILA PRUDENCIO;SENTIDO A BR CONTORNO.;VIA PUBLICA;MOTOCICLETA;HONDA;CG150 FAN ESDI;PRETO
53347730;02/01/2024;04:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;VITORIA;CENTRO;RUA CORONEL MONJARDIM;RESIDENCIA;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
53348447;02/01/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;CARIACICA;VILA CAPIXABA;ROD BR 262;COMERCIO;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
53349211;02/01/2024;21:30:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;VITORIA;JARDIM CAMBURI;AVENIDA DOUTOR HERWAN MODENESE WANDERLEY;RESIDENCIA;Sem Informacao (Tipo);RAVA;bic 29er rava pressure (m) 21v;Sem Informacao (Cor)
53349597;02/01/2024;18:40:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CASTELO BRANCO;RUA ALMERINDA DAMASIO;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G E13;Sem Informacao (Cor)
53352781;02/01/2024;08:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;VILA VELHA;BARRA DO JUCU;RODOVIA DO SOL;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA; MOTO G 22;Sem Informacao (Cor)
53352977;02/01/2024;23:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;ATAIDE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY A53 5G;Sem Informacao (Cor)
53352982;02/01/2024;00:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;VILA VELHA;ATAIDE;Sem Informacao;RESIDENCIA;Sem Informacao (Tipo);TSW;yukon;Sem Informacao (Cor)
53353033;02/01/2024;18:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SAO MATEUS;AROEIRA;RUA ALVORADA;RESIDENCIA;Sem Informacao (Tipo);caloi;SIMPLES;Sem Informacao (Cor)
53353181;02/01/2024;23:10:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;VILA VELHA;MORADA DA BARRA;RUA JOSE DO PATROCINIO;RESIDENCIA;Sem Informacao (Tipo);SAMSUNG;A 14;Sem Informacao (Cor)
53354754;02/01/2024;20:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;VIANA;ARLINDO ANGELO VILLASCHI;RUA RIO NOVO DO SUL;OUTRO LOCAL;Sem Informacao (Tipo);APPLE;IPHONE 14 PLUS 256 GB;Sem Informacao (Cor)
53361863;02/01/2024;16:40:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;LINHARES;CENTRO;PROXIMO A UNISCAN;RESIDENCIA;Sem Informacao (Tipo);MOTOROLA;G20;Sem Informacao (Cor)
53362363;02/01/2024;01:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;ILHA DO PRINCIPE;AV ALEXANDRE BUAIZ;RODOVIA ESTADUAL;Sem Informacao (Tipo);XIAOMI;A9;Sem Informacao (Cor)
53363989;02/01/2024;09:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;VILA NOVA DE COLARES;Sem Informacao;OUTRO LOCAL;Sem Informacao (Tipo);SAMSUNG;SM-G780GZBKZTO;Sem Informacao (Cor)
53364114;02/01/2024;13:46:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem Informacao;COMERCIO;Sem Informacao (Tipo);OUTROS;Sem Informacao (Modelo);Sem Informacao (Cor)
53364346;02/01/2024;06:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;BALNEARIO DE CARAPEBUS;AV AUGUSTO RUSCHI;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A22;Sem Informacao (Cor)
53364735;02/01/2024;00:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;SERRA;CARAPINA;AVENIDA NORTE SUL;VEICULO;Sem Informacao (Tipo);SAMSUNG;GALAXY A54 5G;Sem Informacao (Cor)
53364887;02/01/2024;05:05:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;RESIDENCIAL CENTRO DA SERRA;AZALEIA;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A12;Sem Informacao (Cor)
53365632;02/01/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;SAO MATEUS;SAO PEDRO;RUA SAO JOSE;RESIDENCIA;Sem Informacao (Tipo);LG;K51S;Sem Informacao (Cor)
53366121;02/01/2024;19:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;CHACARA PARREIRAL;RUA RAIMUNDO CORREIA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;A2633;Sem Informacao (Cor)
